Overall_power,GPS_power,Wifi_power,Cellular_power,GPS_accuracy,Wifi_accuracy,Cellular_accuracy,GPS_strength,Wifi_strength,Cellular_strength,Battery_percentage,Frequency,Target
1.24E+03,6.22E+01,3.21E+01,2.37E+01,1.08E+01,3.78E+01,3.06E+01,-4.91E+01,-3.69E+01,-6.75E+01,8.93E+00,3,3
1.05E+03,7.10E+01,2.38E+01,2.49E+01,2.80E+01,3.19E+01,4.25E+01,-3.75E+01,-4.86E+01,-9.67E+01,9.64E+00,1,3
1.05E+03,7.10E+01,2.38E+01,2.49E+01,2.80E+01,3.19E+01,4.25E+01,-3.75E+01,-4.86E+01,-9.67E+01,9.64E+00,1,3
8.42E+02,6.07E+01,2.59E+01,2.20E+01,1.74E+01,3.07E+01,4.72E+01,-4.52E+01,-5.41E+01,-6.19E+01,8.31E+01,3,1
8.42E+02,6.07E+01,2.59E+01,2.20E+01,1.74E+01,3.07E+01,4.72E+01,-4.52E+01,-5.41E+01,-6.19E+01,8.31E+01,3,1
9.63E+02,7.43E+01,2.54E+01,2.96E+01,2.68E+01,3.90E+01,4.51E+01,-5.27E+01,-6.36E+01,-8.04E+01,2.25E+01,4,3
9.63E+02,7.43E+01,2.54E+01,2.96E+01,2.68E+01,3.90E+01,4.51E+01,-5.27E+01,-6.36E+01,-8.04E+01,2.25E+01,4,3
9.89E+02,4.25E+01,2.71E+01,1.68E+01,1.65E+01,2.20E+01,4.01E+01,-5.62E+01,-6.92E+01,-6.88E+01,3.05E+01,5,2
9.89E+02,4.25E+01,2.71E+01,1.68E+01,1.65E+01,2.20E+01,4.01E+01,-5.62E+01,-6.92E+01,-6.88E+01,3.05E+01,5,2
4.02E+02,4.76E+01,1.43E+01,1.39E+01,2.21E+01,3.44E+01,4.22E+01,-5.70E+01,-4.93E+01,-8.75E+01,9.89E+01,2,1
4.02E+02,4.76E+01,1.43E+01,1.39E+01,2.21E+01,3.44E+01,4.22E+01,-5.70E+01,-4.93E+01,-8.75E+01,9.89E+01,2,1
2.03E+03,4.74E+01,5.68E+01,1.91E+01,1.48E+01,3.56E+01,4.38E+01,-4.68E+01,-6.72E+01,-7.63E+01,1.21E+00,5,3
2.03E+03,4.74E+01,5.68E+01,1.91E+01,1.48E+01,3.56E+01,4.38E+01,-4.68E+01,-6.72E+01,-7.63E+01,1.21E+00,5,3
7.89E+02,8.60E+01,1.48E+01,1.97E+01,2.06E+01,3.43E+01,4.30E+01,-2.76E+01,-5.87E+01,-4.45E+01,8.57E+01,3,1
7.89E+02,8.60E+01,1.48E+01,1.97E+01,2.06E+01,3.43E+01,4.30E+01,-2.76E+01,-5.87E+01,-4.45E+01,8.57E+01,3,1
1.08E+03,4.75E+01,1.49E+01,2.56E+01,2.29E+01,2.24E+01,4.01E+01,-6.47E+01,-5.96E+01,-7.84E+01,9.63E+01,1,1
1.08E+03,4.75E+01,1.49E+01,2.56E+01,2.29E+01,2.24E+01,4.01E+01,-6.47E+01,-5.96E+01,-7.84E+01,9.63E+01,1,1
6.32E+02,4.64E+01,4.14E+01,1.75E+01,2.16E+01,2.65E+01,3.37E+01,-2.41E+01,-4.46E+01,-6.48E+01,8.52E+01,4,1
6.32E+02,4.64E+01,4.14E+01,1.75E+01,2.16E+01,2.65E+01,3.37E+01,-2.41E+01,-4.46E+01,-6.48E+01,8.52E+01,4,1
6.33E+02,7.20E+01,2.21E+01,2.07E+01,2.39E+01,2.93E+01,4.32E+01,-3.75E+01,-4.17E+01,-8.06E+01,3.63E+00,3,3
6.33E+02,7.20E+01,2.21E+01,2.07E+01,2.39E+01,2.93E+01,4.32E+01,-3.75E+01,-4.17E+01,-8.06E+01,3.63E+00,3,3
5.47E+02,2.80E+01,2.06E+01,1.68E+01,1.52E+01,3.11E+01,4.70E+01,-5.54E+01,-7.41E+01,-6.39E+01,7.42E+00,3,3
5.47E+02,2.80E+01,2.06E+01,1.68E+01,1.52E+01,3.11E+01,4.70E+01,-5.54E+01,-7.41E+01,-6.39E+01,7.42E+00,3,3
2.67E+02,7.28E+01,3.66E+01,1.23E+01,1.85E+01,2.55E+01,3.23E+01,-2.92E+01,-5.17E+01,-4.97E+01,1.40E+01,2,3
2.67E+02,7.28E+01,3.66E+01,1.23E+01,1.85E+01,2.55E+01,3.23E+01,-2.92E+01,-5.17E+01,-4.97E+01,1.40E+01,2,3
9.54E+02,8.66E+00,3.24E+01,2.01E+01,1.39E+01,2.67E+01,3.67E+01,-4.60E+01,-5.67E+01,-5.79E+01,6.06E+01,3,0
9.54E+02,8.66E+00,3.24E+01,2.01E+01,1.39E+01,2.67E+01,3.67E+01,-4.60E+01,-5.67E+01,-5.79E+01,6.06E+01,3,0
4.31E+02,4.32E+01,1.71E+01,1.78E+01,2.82E+01,2.34E+01,3.98E+01,-3.75E+01,-5.34E+01,-7.75E+01,4.36E+01,3,2
4.31E+02,4.32E+01,1.71E+01,1.78E+01,2.82E+01,2.34E+01,3.98E+01,-3.75E+01,-5.34E+01,-7.75E+01,4.36E+01,3,2
1.07E+03,3.89E+01,3.97E+01,2.35E+01,2.10E+01,2.05E+01,3.13E+01,-5.83E+01,-5.81E+01,-5.79E+01,3.58E+01,2,2
1.07E+03,3.89E+01,3.97E+01,2.35E+01,2.10E+01,2.05E+01,3.13E+01,-5.83E+01,-5.81E+01,-5.79E+01,3.58E+01,2,2
9.46E+02,2.45E+01,3.48E+01,1.28E+01,1.38E+01,2.49E+01,3.04E+01,-4.46E+01,-5.12E+01,-7.01E+01,6.89E+01,4,0
9.46E+02,2.45E+01,3.48E+01,1.28E+01,1.38E+01,2.49E+01,3.04E+01,-4.46E+01,-5.12E+01,-7.01E+01,6.89E+01,4,0
1.52E+03,6.51E+01,3.91E+01,1.78E+01,2.26E+01,3.47E+01,3.02E+01,-5.28E+01,-5.11E+01,-8.08E+01,5.78E+01,2,0
1.52E+03,6.51E+01,3.91E+01,1.78E+01,2.26E+01,3.47E+01,3.02E+01,-5.28E+01,-5.11E+01,-8.08E+01,5.78E+01,2,0
1.03E+03,5.45E+01,1.04E+01,2.05E+01,1.18E+01,3.00E+01,4.14E+01,-4.77E+01,-5.15E+01,-9.36E+01,4.13E+01,3,2
1.03E+03,5.45E+01,1.04E+01,2.05E+01,1.18E+01,3.00E+01,4.14E+01,-4.77E+01,-5.15E+01,-9.36E+01,4.13E+01,3,2
7.48E+02,3.68E+01,2.51E+01,2.27E+01,2.30E+01,3.21E+01,4.08E+01,-7.12E+01,-7.52E+01,-6.52E+01,4.29E+01,5,2
7.48E+02,3.68E+01,2.51E+01,2.27E+01,2.30E+01,3.21E+01,4.08E+01,-7.12E+01,-7.52E+01,-6.52E+01,4.29E+01,5,2
1.23E+03,5.91E+01,2.49E+01,1.75E+01,2.51E+01,2.44E+01,4.54E+01,-6.68E+01,-6.04E+01,-8.16E+01,3.23E+01,2,2
1.23E+03,5.91E+01,2.49E+01,1.75E+01,2.51E+01,2.44E+01,4.54E+01,-6.68E+01,-6.04E+01,-8.16E+01,3.23E+01,2,2
9.18E+02,2.06E+01,1.98E+01,2.90E+01,1.39E+01,2.43E+01,3.44E+01,-5.29E+01,-5.53E+01,-7.64E+01,1.14E+01,4,3
9.18E+02,2.06E+01,1.98E+01,2.90E+01,1.39E+01,2.43E+01,3.44E+01,-5.29E+01,-5.53E+01,-7.64E+01,1.14E+01,4,3
6.61E+02,3.15E+01,3.73E+01,1.85E+01,1.24E+01,3.09E+01,3.36E+01,-4.45E+01,-6.03E+01,-6.29E+01,7.25E+01,2,1
6.61E+02,3.15E+01,3.73E+01,1.85E+01,1.24E+01,3.09E+01,3.36E+01,-4.45E+01,-6.03E+01,-6.29E+01,7.25E+01,2,1
6.36E+02,7.60E+01,4.19E+01,1.89E+01,1.81E+01,2.56E+01,3.38E+01,-5.78E+01,-5.06E+01,-9.15E+01,5.69E+01,2,0
6.36E+02,7.60E+01,4.19E+01,1.89E+01,1.81E+01,2.56E+01,3.38E+01,-5.78E+01,-5.06E+01,-9.15E+01,5.69E+01,2,0
1.18E+03,4.90E+01,3.71E+00,1.34E+01,2.29E+01,2.31E+01,3.46E+01,-4.80E+01,-7.67E+01,-6.20E+01,5.98E+01,3,0
1.18E+03,4.90E+01,3.71E+00,1.34E+01,2.29E+01,2.31E+01,3.46E+01,-4.80E+01,-7.67E+01,-6.20E+01,5.98E+01,3,0
1.08E+03,5.61E+01,2.98E+01,2.17E+01,2.36E+01,2.19E+01,3.74E+01,-3.69E+01,-4.40E+01,-7.18E+01,1.69E+01,4,3
1.08E+03,5.61E+01,2.98E+01,2.17E+01,2.36E+01,2.19E+01,3.74E+01,-3.69E+01,-4.40E+01,-7.18E+01,1.69E+01,4,3
1.64E+03,8.20E+01,6.20E+01,2.23E+01,1.96E+01,3.64E+01,3.19E+01,-6.89E+01,-7.05E+01,-5.83E+01,6.12E+01,2,0
1.64E+03,8.20E+01,6.20E+01,2.23E+01,1.96E+01,3.64E+01,3.19E+01,-6.89E+01,-7.05E+01,-5.83E+01,6.12E+01,2,0
1.06E+03,9.00E+01,2.52E+01,2.42E+01,2.87E+01,2.65E+01,3.58E+01,-4.40E+01,-5.34E+01,-7.94E+01,2.64E+01,3,2
1.06E+03,9.00E+01,2.52E+01,2.42E+01,2.87E+01,2.65E+01,3.58E+01,-4.40E+01,-5.34E+01,-7.94E+01,2.64E+01,3,2
9.59E+02,5.90E+01,1.46E+01,2.77E+01,1.78E+01,3.49E+01,4.03E+01,-3.16E+01,-3.79E+01,-5.72E+01,2.33E+01,2,3
9.59E+02,5.90E+01,1.46E+01,2.77E+01,1.78E+01,3.49E+01,4.03E+01,-3.16E+01,-3.79E+01,-5.72E+01,2.33E+01,2,3
7.45E+02,7.54E+01,3.81E+01,1.98E+01,2.71E+01,3.13E+01,3.41E+01,-5.47E+01,-6.13E+01,-6.47E+01,1.07E+00,2,3
7.45E+02,7.54E+01,3.81E+01,1.98E+01,2.71E+01,3.13E+01,3.41E+01,-5.47E+01,-6.13E+01,-6.47E+01,1.07E+00,2,3
1.25E+03,5.10E+01,2.14E+01,2.07E+01,1.32E+01,3.06E+01,3.98E+01,-6.22E+01,-6.07E+01,-6.88E+01,5.43E+01,1,0
1.25E+03,5.10E+01,2.14E+01,2.07E+01,1.32E+01,3.06E+01,3.98E+01,-6.22E+01,-6.07E+01,-6.88E+01,5.43E+01,1,0
6.19E+02,4.48E+01,1.98E+01,2.43E+01,1.42E+01,3.74E+01,4.08E+01,-4.35E+01,-3.93E+01,-6.53E+01,9.45E+01,1,1
6.19E+02,4.48E+01,1.98E+01,2.43E+01,1.42E+01,3.74E+01,4.08E+01,-4.35E+01,-3.93E+01,-6.53E+01,9.45E+01,1,1
3.00E+02,2.90E+01,1.89E+01,2.80E+01,1.29E+01,3.60E+01,3.10E+01,-5.48E+01,-5.46E+01,-6.15E+01,4.95E+01,4,0
3.00E+02,2.90E+01,1.89E+01,2.80E+01,1.29E+01,3.60E+01,3.10E+01,-5.48E+01,-5.46E+01,-6.15E+01,4.95E+01,4,0
3.56E+02,4.45E+01,3.66E+01,2.26E+01,1.16E+01,2.15E+01,4.19E+01,-5.22E+01,-6.65E+01,-5.79E+01,8.50E+01,4,1
3.56E+02,4.45E+01,3.66E+01,2.26E+01,1.16E+01,2.15E+01,4.19E+01,-5.22E+01,-6.65E+01,-5.79E+01,8.50E+01,4,1
1.29E+03,2.51E+01,3.89E+01,2.46E+01,1.99E+01,2.54E+01,3.97E+01,-5.50E+01,-7.17E+01,-7.59E+01,4.08E+01,2,2
1.29E+03,2.51E+01,3.89E+01,2.46E+01,1.99E+01,2.54E+01,3.97E+01,-5.50E+01,-7.17E+01,-7.59E+01,4.08E+01,2,2
5.50E+02,4.64E+01,2.48E+01,1.31E+01,1.04E+01,2.59E+01,3.51E+01,-3.39E+01,-5.81E+01,-7.89E+01,2.30E+01,4,3
5.50E+02,4.64E+01,2.48E+01,1.31E+01,1.04E+01,2.59E+01,3.51E+01,-3.39E+01,-5.81E+01,-7.89E+01,2.30E+01,4,3
1.38E+03,7.75E+01,2.93E+01,1.12E+01,2.91E+01,2.56E+01,4.50E+01,-5.43E+01,-5.70E+01,-6.60E+01,1.45E+01,2,3
1.38E+03,7.75E+01,2.93E+01,1.12E+01,2.91E+01,2.56E+01,4.50E+01,-5.43E+01,-5.70E+01,-6.60E+01,1.45E+01,2,3
2.41E+03,6.52E+01,3.11E+01,1.02E+01,2.70E+01,2.51E+01,4.54E+01,-3.44E+01,-5.82E+01,-8.72E+01,7.61E+01,2,1
2.41E+03,6.52E+01,3.11E+01,1.02E+01,2.70E+01,2.51E+01,4.54E+01,-3.44E+01,-5.82E+01,-8.72E+01,7.61E+01,2,1
1.00E+03,3.84E+01,4.50E+01,1.48E+01,2.04E+01,3.99E+01,3.20E+01,-4.95E+01,-5.39E+01,-7.55E+01,7.48E+01,2,1
1.00E+03,3.84E+01,4.50E+01,1.48E+01,2.04E+01,3.99E+01,3.20E+01,-4.95E+01,-5.39E+01,-7.55E+01,7.48E+01,2,1
1.85E+03,4.52E+01,5.27E+01,1.90E+01,2.20E+01,2.73E+01,4.03E+01,-4.38E+01,-6.99E+01,-6.27E+01,2.86E+01,4,2
1.85E+03,4.52E+01,5.27E+01,1.90E+01,2.20E+01,2.73E+01,4.03E+01,-4.38E+01,-6.99E+01,-6.27E+01,2.86E+01,4,2
6.73E+02,51.95537797,3.95E+01,2.21E+01,2.46E+01,3.29E+01,3.30E+01,-5.74E+01,-5.65E+01,-6.43E+01,9.51E+01,4,1
6.73E+02,51.95537797,3.95E+01,2.21E+01,2.46E+01,3.29E+01,3.30E+01,-5.74E+01,-5.65E+01,-6.43E+01,9.51E+01,4,1
8.68E+02,6.84E+01,3.61E+01,1.99E+01,1.49E+01,2.22E+01,4.40E+01,-5.99E+01,-4.49E+01,-7.69E+01,3.37E+01,2,2
8.68E+02,6.84E+01,3.61E+01,1.99E+01,1.49E+01,2.22E+01,4.40E+01,-5.99E+01,-4.49E+01,-7.69E+01,3.37E+01,2,2
2.34E+03,6.08E+01,3.18E+01,1.97E+01,1.35E+01,2.56E+01,4.33E+01,-5.42E+01,-6.08E+01,-6.24E+01,2.12E+01,3,3
2.34E+03,6.08E+01,3.18E+01,1.97E+01,1.35E+01,2.56E+01,4.33E+01,-5.42E+01,-6.08E+01,-6.24E+01,2.12E+01,3,3
1.42E+03,5.09E+01,2.30E+01,2.78E+01,2.13E+01,3.63E+01,4.25E+01,-6.00E+01,-6.35E+01,-7.88E+01,7.74E+01,4,1
1.42E+03,5.09E+01,2.30E+01,2.78E+01,2.13E+01,3.63E+01,4.25E+01,-6.00E+01,-6.35E+01,-7.88E+01,7.74E+01,4,1
1.39E+03,2.91E+01,2.83E+01,1.92E+01,1.38E+01,2.35E+01,3.65E+01,-5.44E+01,-6.34E+01,-7.76E+01,5.12E+01,2,0
1.39E+03,2.91E+01,2.83E+01,1.92E+01,1.38E+01,2.35E+01,3.65E+01,-5.44E+01,-6.34E+01,-7.76E+01,5.12E+01,2,0
1.55E+03,1.04E+02,2.15E+01,2.31E+01,2.28E+01,3.28E+01,3.29E+01,-5.03E+01,-4.90E+01,-6.08E+01,7.82E+01,5,1
1.55E+03,1.04E+02,2.15E+01,2.31E+01,2.28E+01,3.28E+01,3.29E+01,-5.03E+01,-4.90E+01,-6.08E+01,7.82E+01,5,1
4.09E+02,3.63E+01,9.52E+00,1.36E+01,2.99E+01,3.84E+01,4.44E+01,-4.87E+01,-4.99E+01,-6.34E+01,7.15E+00,3,3
4.09E+02,3.63E+01,9.52E+00,1.36E+01,2.99E+01,3.84E+01,4.44E+01,-4.87E+01,-4.99E+01,-6.34E+01,7.15E+00,3,3
1.36E+03,3.64E+01,1.92E+01,2.34E+01,1.78E+01,3.55E+01,3.40E+01,-5.09E+01,-4.82E+01,-6.27E+01,3.53E+00,3,3
1.36E+03,3.64E+01,1.92E+01,2.34E+01,1.78E+01,3.55E+01,3.40E+01,-5.09E+01,-4.82E+01,-6.27E+01,3.53E+00,3,3
5.96E+02,3.31E+01,3.92E+01,2.44E+01,2.20E+01,2.61E+01,3.34E+01,-2.93E+01,-6.74E+01,-7.73E+01,4.34E+01,1,2
5.96E+02,3.31E+01,3.92E+01,2.44E+01,2.20E+01,2.61E+01,3.34E+01,-2.93E+01,-6.74E+01,-7.73E+01,4.34E+01,1,2
1.42E+03,3.56E+01,2.42E+01,3.29E+01,1.90E+01,3.40E+01,3.97E+01,-6.44E+01,-5.72E+01,-8.05E+01,3.64E+01,3,2
1.42E+03,3.56E+01,2.42E+01,3.29E+01,1.90E+01,3.40E+01,3.97E+01,-6.44E+01,-5.72E+01,-8.05E+01,3.64E+01,3,2
2.76E+02,7.93E+01,3.77E+01,2.51E+01,2.27E+01,2.92E+01,3.60E+01,-5.49E+01,-6.60E+01,-7.27E+01,6.69E+01,2,0
2.76E+02,7.93E+01,3.77E+01,2.51E+01,2.27E+01,2.92E+01,3.60E+01,-5.49E+01,-6.60E+01,-7.27E+01,6.69E+01,2,0
1.81E+03,8.18E+01,3.04E+01,1.57E+01,1.44E+01,3.92E+01,4.91E+01,-5.54E+01,-7.04E+01,-7.42E+01,9.50E+01,2,1
1.81E+03,8.18E+01,3.04E+01,1.57E+01,1.44E+01,3.92E+01,4.91E+01,-5.54E+01,-7.04E+01,-7.42E+01,9.50E+01,2,1
1.52E+03,2.51E+01,1.92E+01,2.31E+01,2.32E+01,3.47E+01,3.38E+01,-6.03E+01,-4.46E+01,-5.43E+01,7.67E+01,5,1
1.52E+03,2.51E+01,1.92E+01,2.31E+01,2.32E+01,3.47E+01,3.38E+01,-6.03E+01,-4.46E+01,-5.43E+01,7.67E+01,5,1
2.22E+03,3.91E+01,4.19E+01,2.58E+01,2.97E+01,3.71E+01,3.75E+01,-4.19E+01,-7.22E+01,-6.55E+01,3.92E+01,3,2
2.22E+03,3.91E+01,4.19E+01,2.58E+01,2.97E+01,3.71E+01,3.75E+01,-4.19E+01,-7.22E+01,-6.55E+01,3.92E+01,3,2
3.80E+02,7.88E+01,1.06E+01,2.76E+01,2.53E+01,3.15E+01,3.48E+01,-4.27E+01,-5.69E+01,-6.62E+01,4.35E+01,3,2
3.80E+02,7.88E+01,1.06E+01,2.76E+01,2.53E+01,3.15E+01,3.48E+01,-4.27E+01,-5.69E+01,-6.62E+01,4.35E+01,3,2
1.11E+03,9.45E+01,2.28E+01,1.15E+01,2.96E+01,3.91E+01,3.31E+01,-5.35E+01,-6.04E+01,-6.32E+01,1.39E+01,4,3
1.11E+03,9.45E+01,2.28E+01,1.15E+01,2.96E+01,3.91E+01,3.31E+01,-5.35E+01,-6.04E+01,-6.32E+01,1.39E+01,4,3
1.50E+03,2.90E+01,3.27E+01,1.64E+01,1.15E+01,2.59E+01,3.84E+01,-5.19E+01,-5.02E+01,-5.65E+01,2.87E+01,2,2
1.50E+03,2.90E+01,3.27E+01,1.64E+01,1.15E+01,2.59E+01,3.84E+01,-5.19E+01,-5.02E+01,-5.65E+01,2.87E+01,2,2
1.36E+03,3.64E+01,1.29E+01,9.27E+00,2.09E+01,2.10E+01,3.27E+01,-6.42E+01,-8.26E+01,-6.20E+01,2.02E+01,4,3
1.36E+03,3.64E+01,1.29E+01,9.27E+00,2.09E+01,2.10E+01,3.27E+01,-6.42E+01,-8.26E+01,-6.20E+01,2.02E+01,4,3
1.30E+03,4.83E+01,3.78E+01,2.18E+01,2.27E+01,2.73E+01,4.62E+01,-4.75E+01,-7.51E+01,-4.55E+01,8.91E+01,1,1
1.30E+03,4.83E+01,3.78E+01,2.18E+01,2.27E+01,2.73E+01,4.62E+01,-4.75E+01,-7.51E+01,-4.55E+01,8.91E+01,1,1
7.79E+02,3.76E+01,3.61E+01,3.00E+01,2.65E+01,2.64E+01,3.95E+01,-4.30E+01,-7.42E+01,-5.69E+01,5.82E+01,2,0
7.79E+02,3.76E+01,3.61E+01,3.00E+01,2.65E+01,2.64E+01,3.95E+01,-4.30E+01,-7.42E+01,-5.69E+01,5.82E+01,2,0
1.43E+03,4.44E+01,3.50E+01,1.28E+01,1.31E+01,3.94E+01,3.82E+01,-3.45E+01,-6.04E+01,-6.80E+01,9.04E+01,2,1
1.43E+03,4.44E+01,3.50E+01,1.28E+01,1.31E+01,3.94E+01,3.82E+01,-3.45E+01,-6.04E+01,-6.80E+01,9.04E+01,2,1
6.49E+02,6.32E+01,2.16E+01,2.61E+01,1.19E+01,2.26E+01,3.11E+01,-5.21E+01,-6.99E+01,-7.63E+01,2.91E+01,3,2
6.49E+02,6.32E+01,2.16E+01,2.61E+01,1.19E+01,2.26E+01,3.11E+01,-5.21E+01,-6.99E+01,-7.63E+01,2.91E+01,3,2
7.18E+02,7.66E+01,1.93E+01,1.59E+01,2.93E+01,3.07E+01,3.97E+01,-5.78E+01,-6.95E+01,-7.40E+01,3.50E+01,4,2
7.18E+02,7.66E+01,1.93E+01,1.59E+01,2.93E+01,3.07E+01,3.97E+01,-5.78E+01,-6.95E+01,-7.40E+01,3.50E+01,4,2
9.20E+02,2.97E+01,3.57E+01,2.77E+01,1.94E+01,2.33E+01,3.47E+01,-4.92E+01,-4.75E+01,-6.28E+01,1.53E+01,2,3
9.20E+02,2.97E+01,3.57E+01,2.77E+01,1.94E+01,2.33E+01,3.47E+01,-4.92E+01,-4.75E+01,-6.28E+01,1.53E+01,2,3
1.10E+03,6.19E+01,3.85E+01,1.83E+01,1.40E+01,3.88E+01,4.28E+01,-6.91E+01,-7.33E+01,-8.09E+01,6.23E+01,2,0
1.10E+03,6.19E+01,3.85E+01,1.83E+01,1.40E+01,3.88E+01,4.28E+01,-6.91E+01,-7.33E+01,-8.09E+01,6.23E+01,2,0
1.45E+03,3.78E+01,4.60E+01,1.64E+01,1.49E+01,2.42E+01,4.31E+01,-4.77E+01,-6.26E+01,-7.03E+01,9.02E+01,3,1
1.45E+03,3.78E+01,4.60E+01,1.64E+01,1.49E+01,2.42E+01,4.31E+01,-4.77E+01,-6.26E+01,-7.03E+01,9.02E+01,3,1
1.02E+03,3.74E+01,3.69E+01,2.35E+01,2.79E+01,2.82E+01,3.08E+01,-3.62E+01,-5.07E+01,-6.43E+01,3.03E+01,4,2
1.02E+03,3.74E+01,3.69E+01,2.35E+01,2.79E+01,2.82E+01,3.08E+01,-3.62E+01,-5.07E+01,-6.43E+01,3.03E+01,4,2
1.04E+02,4.50E-02,3.49E+01,1.98E+01,1.31E+01,3.51E+01,3.35E+01,-5.95E+01,-6.45E+01,-7.14E+01,6.97E+01,4,0
1.04E+02,4.50E-02,3.49E+01,1.98E+01,1.31E+01,3.51E+01,3.35E+01,-5.95E+01,-6.45E+01,-7.14E+01,6.97E+01,4,0
1.31E+03,3.24E+01,8.78E+00,2.86E+01,1.72E+01,3.05E+01,4.68E+01,-3.23E+01,-7.06E+01,-7.78E+01,3.61E+01,1,2
1.31E+03,3.24E+01,8.78E+00,2.86E+01,1.72E+01,3.05E+01,4.68E+01,-3.23E+01,-7.06E+01,-7.78E+01,3.61E+01,1,2
6.60E+02,3.88E+01,4.02E+01,1.77E+01,1.36E+01,2.07E+01,4.45E+01,-5.65E+01,-8.05E+01,-6.36E+01,2.08E+01,1,3
6.60E+02,3.88E+01,4.02E+01,1.77E+01,1.36E+01,2.07E+01,4.45E+01,-5.65E+01,-8.05E+01,-6.36E+01,2.08E+01,1,3
1.08E+03,6.42E+01,3.88E+01,1.61E+01,2.33E+01,3.50E+01,3.46E+01,-4.32E+01,-5.42E+01,-8.61E+01,4.84E+01,2,0
1.08E+03,6.42E+01,3.88E+01,1.61E+01,2.33E+01,3.50E+01,3.46E+01,-4.32E+01,-5.42E+01,-8.61E+01,4.84E+01,2,0
2.41E+03,6.67E+01,3.08E+01,1.89E+01,2.00E+01,2.00E+01,3.81E+01,-5.33E+01,-5.16E+01,-6.36E+01,6.73E+01,4,0
2.41E+03,6.67E+01,3.08E+01,1.89E+01,2.00E+01,2.00E+01,3.81E+01,-5.33E+01,-5.16E+01,-6.36E+01,6.73E+01,4,0
6.18E+02,1.02E+00,1.46E+01,2.22E+01,2.40E+01,3.94E+01,4.15E+01,-6.02E+01,-4.25E+01,-8.47E+01,1.16E+01,4,3
6.18E+02,1.02E+00,1.46E+01,2.22E+01,2.40E+01,3.94E+01,4.15E+01,-6.02E+01,-4.25E+01,-8.47E+01,1.16E+01,4,3
1.16E+03,3.76E+01,2.23E+01,3.07E+01,1.64E+01,4.00E+01,4.03E+01,-3.60E+01,-5.18E+01,-6.00E+01,3.54E+01,4,2
1.16E+03,3.76E+01,2.23E+01,3.07E+01,1.64E+01,4.00E+01,4.03E+01,-3.60E+01,-5.18E+01,-6.00E+01,3.54E+01,4,2
3.36E+02,4.43E+01,3.60E+01,1.95E+01,1.49E+01,3.66E+01,4.81E+01,-5.15E+01,-7.47E+01,-5.55E+01,9.19E+01,1,1
3.36E+02,4.43E+01,3.60E+01,1.95E+01,1.49E+01,3.66E+01,4.81E+01,-5.15E+01,-7.47E+01,-5.55E+01,9.19E+01,1,1
5.52E+02,3.77E+01,1.99E+01,1.09E+01,2.66E+01,2.50E+01,4.74E+01,-4.98E+01,-6.78E+01,-5.24E+01,9.16E+01,3,1
5.52E+02,3.77E+01,1.99E+01,1.09E+01,2.66E+01,2.50E+01,4.74E+01,-4.98E+01,-6.78E+01,-5.24E+01,9.16E+01,3,1
8.29E+02,2.81E+01,1.64E+01,1.77E+01,2.93E+01,3.57E+01,4.42E+01,-3.91E+01,-6.73E+01,-6.53E+01,7.61E+01,3,1
8.29E+02,2.81E+01,1.64E+01,1.77E+01,2.93E+01,3.57E+01,4.42E+01,-3.91E+01,-6.73E+01,-6.53E+01,7.61E+01,3,1
9.22E+02,1.74E+01,3.78E+01,2.07E+01,1.26E+01,3.50E+01,4.53E+01,-5.72E+01,-4.55E+01,-8.62E+01,6.28E+01,3,0
9.22E+02,1.74E+01,3.78E+01,2.07E+01,1.26E+01,3.50E+01,4.53E+01,-5.72E+01,-4.55E+01,-8.62E+01,6.28E+01,3,0
8.64E+02,8.77E+01,1.59E+01,1.21E+01,2.37E+01,2.47E+01,4.50E+01,-4.13E+01,-6.21E+01,-6.32E+01,1.72E+01,2,3
8.64E+02,8.77E+01,1.59E+01,1.21E+01,2.37E+01,2.47E+01,4.50E+01,-4.13E+01,-6.21E+01,-6.32E+01,1.72E+01,2,3
1.51E+03,5.38E+01,3.10E+01,2.63E+01,2.73E+01,2.86E+01,3.88E+01,-4.94E+01,-5.80E+01,-7.68E+01,4.32E+01,3,2
1.51E+03,5.38E+01,3.10E+01,2.63E+01,2.73E+01,2.86E+01,3.88E+01,-4.94E+01,-5.80E+01,-7.68E+01,4.32E+01,3,2
1.01E+03,46.27911249,2.78E+01,8.33E+00,2.64E+01,3.97E+01,4.06E+01,-5.55E+01,-7.58E+01,-7.03E+01,9.72E+01,5,1
1.01E+03,46.27911249,2.78E+01,8.33E+00,2.64E+01,3.97E+01,4.06E+01,-5.55E+01,-7.58E+01,-7.03E+01,9.72E+01,5,1
1.14E+03,4.58E+01,4.00E+01,2.36E+01,1.60E+01,3.18E+01,4.04E+01,-3.92E+01,-6.09E+01,-6.38E+01,3.34E+01,4,2
1.14E+03,4.58E+01,4.00E+01,2.36E+01,1.60E+01,3.18E+01,4.04E+01,-3.92E+01,-6.09E+01,-6.38E+01,3.34E+01,4,2
1.73E+03,4.05E+01,1.62E+01,2.26E+01,2.30E+01,3.52E+01,3.24E+01,-3.11E+01,-6.23E+01,-8.67E+01,2.52E+01,1,2
1.73E+03,4.05E+01,1.62E+01,2.26E+01,2.30E+01,3.52E+01,3.24E+01,-3.11E+01,-6.23E+01,-8.67E+01,2.52E+01,1,2
